Species,Max-Elevation_m,Min_Body_mass_g,Max_Body_mass_g,min-length-cm,max-length-cm,Beak.Length_Culmen,Beak.Width,Wing.Length,Mass,Trophic.Level,Trophic.Niche,Habitat,Habitat.Density,Migration,Primary.Lifestyle,Longitude,Latitude,Location,Province,Country,Continent,Years_sampling,Environment,Sites_code,Tissue,Digestion method,Temp (Degree Celcius),Identification,Number_of_species,Number_of_MP_detected_in_species,Average_weight (gm),Wing size (mm),Average_age,TNMP,Mppersp,Includes_microplastic,Level,Mpperg,ng/g,particle /mg,Size MP (mm),20-50,50-100,100-500,500-1000,>1000,Films,Foam,Fragments,Fiber/thread,Pellets,Others,Cellulose,PE,Acrylic,PP,PA,PS,PVC,Nylon,PET,PES,Rayon,Cotton,Polyacrylic,Others,Blue,Transparent/white,Yellow,Red/Brown,black,Others,total
Ptychoramphus aleuticus,100 ,,,,,24.00 ,6.60 ,121.00 ,184.00 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-124.01 ,46.95 ,Northern Pacific Coast,,,,2014,,Sub-adult,,,,,21,,,,,,6.57,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ptychoramphus aleuticus,100 ,,,,,24.00 ,6.60 ,121.00 ,184.00 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-124.01 ,46.95 ,Northern Pacific Coast,,,,2014,,Adult,,,,,34,,,,,,5.38,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pygoscelis adeliae,,3.62 ,4.99 ,,69.85 ,59.70 ,12.90 ,94.50 ,4847.70 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-57.73 ,-63.39 ,Antartica Peninsula,,,,2016,,,Scat,,,,20,,,,,3,0.15,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pygoscelis antarcticus,,3000.00 ,5000.00 ,,,61.80 ,14.80 ,100.50 ,4146.10 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-57.73 ,-63.39 ,Antartica Peninsula,,,,2016,,,Scat,,,,57,,,,,18,0.31,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pygoscelis papua,,4500.00 ,8500.00 ,70.00 ,95.00 ,64.80 ,12.40 ,126.10 ,5933.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-57.73 ,-63.39 ,Antartica Peninsula,,,,2016,,,Scat,,,,240,,,,,71,0.29,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uria aalge,,945.00 ,1044.00 ,,,56.80 ,8.10 ,196.30 ,991.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,61,,,,,,0.15,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morus bassanus,200 ,2470.00 ,3610.00 ,92.50 ,110.00 ,98.70 ,24.80 ,485.80 ,2998.70 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,44,,,,,,0.3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fratercula arctica,,,500.00 ,,18.00 ,51.00 ,8.70 ,163.60 ,593.00 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,11,,,,,,0.27,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rissa tridactyla,,,317.00 ,,,44.50 ,5.30 ,301.00 ,416.00 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,9,,,,,,0.78,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus argentatus,2000 ,800.00 ,1250.00 ,56.00 ,66.00 ,74.00 ,8.90 ,430.00 ,1091.00 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,7,,,,,,0.14,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus ridibundus,,195.00 ,325.00 ,,,43.40 ,4.00 ,291.20 ,284.00 ,Carnivore,Aquatic predator,Wetland,3,2,Generalist,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,3,,,,,,0.33,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulmarus glacialis,300 ,450.00 ,1000.00 ,45.00 ,50.00 ,41.30 ,11.90 ,321.10 ,611.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,2,,,,,,32.5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus mauretanicus,,,,,,45.10 ,7.70 ,242.20 ,497.00 ,Carnivore,Aquatic predator,Marine,3,2,Generalist,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,1,,,,,,5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna gravis,600 ,715.00 ,950.00 ,,,54.70 ,8.30 ,317.80 ,849.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-2.94 ,44.74 ,Bay of Biscay,,,,2014,,,,,,,1,,,,,,8,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.97 ,43.29 ,"cedar Creek, Cedarburg",,United states,North America,2018,,,GIT,,,,,,,,,,5.2,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.90 ,43.09 ,Estabrook Park,,United states,North America,2018,,,GIT,,,,,,,,,,10.4,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.99 ,43.04 ,"Honey creek, Milwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,5.6,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.91 ,43.00 ,"Kinnickinnic River, Miwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,6,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.93 ,43.11 ,"Lincoln Park, Milwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,5.3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.89 ,43.03 ,"Lakeshore State Park, Milwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,7.3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.89 ,43.06 ,"North Avenue, Milwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,2.3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-89.47 ,46.02 ,"Star Lake, Sayner",,United states,North America,2018,,,GIT,,,,,,,,,,8.4,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tachycineta bicolor,50 ,,19.00 ,,14.00 ,10.80 ,3.80 ,115.90 ,21.20 ,Carnivore,Invertivore,Wetland,3,3,Aerial,-87.94 ,43.03 ,"Ursa Logistics, Milwaukee",,United states,North America,2018,,,GIT,,,,,,,,,,2.2,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leiothlypis peregrina,,7.30 ,18.40 ,,12.00 ,10.90 ,3.10 ,62.50 ,8.90 ,Carnivore,Invertivore,Forest,1,3,Insessorial,-87.66 ,42.00 ,Loyola University Chicago,,United states,North America,2018,,,GIT,,,,,,,,,,19,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junco hyemalis,3000 ,,19.00 ,12.50 ,16.50 ,11.60 ,4.50 ,75.20 ,19.50 ,Herbivore,Granivore,Forest,2,3,Generalist,-87.66 ,42.00 ,Loyola University Chicago,,United states,North America,2018,,,GIT,,,,,,,,,,13.7,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catharus guttatus,,,27.80 ,,17.20 ,18.80 ,3.40 ,89.00 ,30.10 ,Omnivore,Invertivore,Forest,1,3,Generalist,-87.66 ,42.00 ,Loyola University Chicago,,United states,North America,2018,,,GIT,,,,,,,,,,35.3,Y,Maxmimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonotrichia albicollis,,,26.00 ,,17.00 ,13.60 ,5.10 ,72.80 ,24.40 ,Herbivore,Omnivore,Woodland,2,3,Terrestrial,-87.66 ,42.00 ,Loyola University Chicago,,United states,North America,2018,,,GIT,,,,,,,,,,19.3,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiurus aurocapilla,1475 ,,21.00 ,,,15.10 ,3.60 ,73.20 ,18.80 ,Carnivore,Invertivore,Forest,1,3,Terrestrial,-87.66 ,42.00 ,Loyola University Chicago,,United states,North America,2018,,,GIT,,,,,,,,,,10,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anser caerulescens,2500 ,1606.00 ,3307.00 ,,70.00 ,61.80 ,19.40 ,411.80 ,2636.20 ,Herbivore,Herbivore aquatic,Grassland,3,3,Terrestrial,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,47,,,,,,0.02,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branta canadensis,2000 ,3000.00 ,10009.00 ,76.00 ,110.00 ,50.00 ,19.90 ,422.90 ,2811.70 ,Herbivore,Herbivore terrestrial,Grassland,3,3,Terrestrial,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,43,,,,,,0.05,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareca americana,,665.00 ,1330.00 ,45.00 ,58.00 ,44.90 ,16.00 ,253.20 ,754.60 ,Herbivore,Omnivore,Wetland,3,3,Terrestrial,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,32,,,,,,0.06,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas platyrhynchos,1000 ,,1082.00 ,,,58.50 ,20.80 ,263.40 ,843.40 ,Herbivore,Herbivore aquatic,Wetland,3,2,Aquatic,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,120,,,,,,0.07,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas acuta,,454.00 ,1362.00 ,,,48.10 ,14.50 ,256.70 ,944.60 ,Herbivore,Herbivore aquatic,Aquatic,3,3,Aquatic,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,10,,,,,,0.1,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanitta deglandi,,,,,,46.80 ,27.20 ,270.00 ,1800.20 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,16,,,,,,0.06,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somateria mollissima,,850.00 ,3025.00 ,53.00 ,60.00 ,62.10 ,19.10 ,280.20 ,2060.90 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,40,,,,,,0.02,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavia adamsii,500 ,4000.00 ,6400.00 ,83.80 ,92.00 ,104.80 ,10.40 ,371.40 ,4944.30 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,-78.01 ,66.47 ,,,Canada,,2015,Freshwater,,,,,,3,,,,,,0.33,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus newelli,1200 ,,,,,42.70 ,7.00 ,241.00 ,350.80 ,Carnivore,Aquatic predator,Marine,3,2,Generalist,-159.53 ,22.06 ,Island of Kauai,,United States of America,North America,2013,,,GIT,,,,30,15,,,,,1.2,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna pacifica,,,,,,40.90 ,7.90 ,296.80 ,388.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,-159.53 ,22.06 ,Island of Kauai,,United States of America,North America,2013,,,GIT,,,,13,13,,,,,2.38,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna pacifica,,,,,,40.90 ,7.90 ,296.80 ,388.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,-159.53 ,22.06 ,Island of Kauai,,United States of America,North America,2014,,,GIT,,,,19,19,,,,,3.68,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna carneipes,,,,,,47.80 ,8.90 ,310.20 ,609.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,148.08 ,-42.17 ,Lord Howe Island,,Australia,Oceania,2021,,,,,,,18,,,,,271,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna tenuirostris,,,,,,37.20 ,6.50 ,262.20 ,559.00 ,Carnivore,Aquatic predator,Marine,3,3,Generalist,148.08 ,-42.17 ,Tasmania,,Australia,Oceania,2021,,,,,,,14,,,,,57,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrobates monorhis,,,,,,16.50 ,3.00 ,152.60 ,39.80 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,125.79 ,34.79 ,Chilbal Island,,South Korea,Asia,2014,,Adult,,,,,61,,,,,916,15.2,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrobates monorhis,,,,,,16.50 ,3.00 ,152.60 ,39.80 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,125.79 ,34.79 ,Chilbal Island,,South Korea,Asia,2014,,Fledglings,,,,,57,,,,,1393,24.3,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna carneipes,,,,,,47.80 ,8.90 ,310.20 ,609.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,159.09 ,-31.55 ,Lord Howe Island,,United Kingdom,Europe,2017,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardenna carneipes,,,,,,47.80 ,8.90 ,310.20 ,609.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,159.09 ,-31.55 ,Lord Howe Island,,United Kingdom,Europe,2018,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,20,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,12,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,6,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,16,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,4,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,3,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyto alba,4000 ,430.00 ,620.00 ,32.00 ,40.00 ,32.00 ,8.50 ,280.20 ,403.30 ,Carnivore,Vertivore,Human modified,3,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,Average,,,,,,,,,,66.00,9.4,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubo virginianus,4000 ,1300.00 ,1450.00 ,45.70 ,63.50 ,44.70 ,17.80 ,371.20 ,1354.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,19,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubo virginianus,4000 ,1300.00 ,1450.00 ,45.70 ,63.50 ,44.70 ,17.80 ,371.20 ,1354.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,18,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubo virginianus,4000 ,1300.00 ,1450.00 ,45.70 ,63.50 ,44.70 ,17.80 ,371.20 ,1354.50 ,Carnivore,Vertivore,Forest,2,1,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,Average,,,,,,,,,,37,18.5,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo lineatus,2500 ,550.00 ,700.00 ,43.00 ,61.00 ,33.10 ,11.80 ,319.00 ,603.70 ,Carnivore,Vertivore,Woodland,1,3,Aerial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,31,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo lineatus,2500 ,550.00 ,700.00 ,43.00 ,61.00 ,33.10 ,11.80 ,319.00 ,603.70 ,Carnivore,Vertivore,Woodland,1,3,Aerial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,15,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo lineatus,2500 ,550.00 ,700.00 ,43.00 ,61.00 ,33.10 ,11.80 ,319.00 ,603.70 ,Carnivore,Vertivore,Woodland,1,3,Aerial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo lineatus,2500 ,550.00 ,700.00 ,43.00 ,61.00 ,33.10 ,11.80 ,319.00 ,603.70 ,Carnivore,Vertivore,Woodland,1,3,Aerial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,9,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo lineatus,2500 ,550.00 ,700.00 ,43.00 ,61.00 ,33.10 ,11.80 ,319.00 ,603.70 ,Carnivore,Vertivore,Woodland,1,3,Aerial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,Average,,,,,,,,,,68,17,Y,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo jamaicensis,3200 ,795.00 ,1224.00 ,45.00 ,65.00 ,37.60 ,14.40 ,402.80 ,1101.20 ,Carnivore,Vertivore,Woodland,2,3,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,8,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo jamaicensis,3200 ,795.00 ,1224.00 ,45.00 ,65.00 ,37.60 ,14.40 ,402.80 ,1101.20 ,Carnivore,Vertivore,Woodland,2,3,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,4,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo jamaicensis,3200 ,795.00 ,1224.00 ,45.00 ,65.00 ,37.60 ,14.40 ,402.80 ,1101.20 ,Carnivore,Vertivore,Woodland,2,3,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,,,,,,,,,,,13,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buteo jamaicensis,3200 ,795.00 ,1224.00 ,45.00 ,65.00 ,37.60 ,14.40 ,402.80 ,1101.20 ,Carnivore,Vertivore,Woodland,2,3,Insessorial,-120.66 ,35.30 ,California’s central coast,,United States of America,,,,Average,,,,,,,,,,25,8.3,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calidris pygmaea,70 ,29.00 ,40.00 ,14.00 ,16.00 ,22.90 ,4.00 ,99.40 ,31.70 ,Carnivore,Aquatic predator,Coastal,3,3,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,2018-2020,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tringa guttifer,,,,,,57.40 ,4.80 ,171.20 ,158.00 ,Carnivore,Aquatic predator,Coastal,3,3,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calidris alpina,,45.00 ,65.00 ,16.00 ,22.00 ,36.90 ,2.90 ,115.10 ,51.90 ,Carnivore,Aquatic predator,Wetland,3,3,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,,,,,,,,,,,,,,,Y,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calidris ruficollis,,40.00 ,100.00 ,18.00 ,20.00 ,19.00 ,2.40 ,99.50 ,26.80 ,Carnivore,Aquatic predator,Grassland,3,3,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,,,,,,,,,,,,,,,Y,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charadrius alexandrinus,3000 ,34.00 ,58.00 ,,,16.30 ,3.10 ,106.20 ,42.30 ,Carnivore,Aquatic predator,Coastal,3,2,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,,,,,,,,,,,,,,,Y,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charadrius mongolus,,,,,,18.00 ,4.00 ,128.80 ,64.00 ,Carnivore,Aquatic predator,Wetland,3,3,Terrestrial,121.42 ,32.20 ,Jiangsu Yancheng Wetland National Nature Reserve,,,,,,,,,,,,,,,,,,Y,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-7.89 ,36.96 ,Deserta,,,,2018,,item/nest,,,,,30,,,,,0.03,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
