Species,Max-Elevation_m,Min_Body_mass_g,Max_Body_mass_g,min-length-cm,max-length-cm,Beak.Length_Culmen,Beak.Width,Wing.Length,Mass,Trophic.Level,Trophic.Niche,Habitat,Habitat.Density,Migration,Primary.Lifestyle,Longitude,Latitude,Location,Province,Country,Continent,Years_sampling,Environment,Sites_code,Tissue,Digestion method,Temp (Degree Celcius),Identification,Number_of_species,Number_of_MP_detected_in_species,Average_weight (gm),Wing size (mm),Average_age,TNMP,Mppersp,Includes_microplastic,Level,Mpperg,ng/g,particle /mg,Size MP (mm),20-50,50-100,100-500,500-1000,>1000,Films,Foam,Fragments,Fiber/thread,Pellets,Others,Cellulose,PE,Acrylic,PP,PA,PS,PVC,Nylon,PET,PES,Rayon,Cotton,Polyacrylic,Others,Blue,Transparent/white,Yellow,Red/Brown,black,Others,total
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-9.51 ,39.41 ,Berlenga,,,,2018,,item/nest,,,,,30,,,,,0.3,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-9.38 ,39.35 ,Peniche,,,,2018,,item/nest,,,,,19,,,,,5.63,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-8.62 ,41.15 ,Porto,,,,2018,,item/nest,,,,,23,,,,,108.22,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-7.89 ,36.96 ,Deserta,,,,2019,,,,,,,39,,,,,0.05,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-9.51 ,39.41 ,Berlenga,,,,2019,,,,,,,26,,,,,0.35,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-9.38 ,39.35 ,Peniche,,,,2019,,,,,,,21,,,,,6.62,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus michahellis,,,,,,67.60 ,8.60 ,422.80 ,1111.90 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-8.62 ,41.15 ,Porto,,,,2019,,,,,,,16,,,,,79.88,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2011,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2012,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2013,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2014,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2015,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2016,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2017,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2018,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2019,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2020,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2021,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larus fuscus,,,,,,62.30 ,7.90 ,412.20 ,762.40 ,Carnivore,Aquatic predator,Coastal,3,2,Generalist,-4.77 ,37.11 ,Fuente de Piedra,,Spain,,2022,,check supp mat,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,2021,Pelagic,,,,,,39,,,,,21,0.5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,2021,Pelagic,,,,,,90,,,,,43,0.5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,2021,,,,,,,52,,,,,57,1.1,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,2021,Coastal,,,,,,45,,,,,66,1.5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,2021,Coastal,,,,,,54,,,,,81,1.5,Y,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑PBDE,,,,,,,,,,Y,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑PBDE,,,,,,,,,,Y,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑PBDE,,,,,,,,,,Y,,,155.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑PBDE,,,,,,,,,,Y,,,576.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑PBDE,,,,,,,,,,Y,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑PBDE,,,,,,,,,,Y,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑PBDE,,,,,,,,,,Y,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑PBDE,,,,,,,,,,Y,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑PBDE,,,,,,,,,,Y,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑PBDE,,,,,,,,,,Y,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑PBDE,,,,,,,,,,Y,,,249.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑PBDE,,,,,,,,,,Y,,,132.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑PBDE,,,,,,,,,,Y,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑PBDE,,,,,,,,,,Y,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑PBDE,,,,,,,,,,Y,,,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑MeO-PBDE ,,,,,,,,,,Y,,,167.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑MeO-PBDE ,,,,,,,,,,Y,,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑MeO-PBDE ,,,,,,,,,,Y,,,273.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑MeO-PBDE ,,,,,,,,,,Y,,,7636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2021,∑MeO-PBDE ,,,,,,,,,,Y,,,810.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,1331.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,9151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑Polycyclic musk ,,,,,,,,,,Y,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑Polycyclic musk ,,,,,,,,,,Y,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑Polycyclic musk ,,,,,,,,,,Y,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑Polycyclic musk ,,,,,,,,,,Y,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑Polycyclic musk ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,preen oil 2022,∑MeO-PBDE ,,,,,,,,,,Y,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulweria bulwerii,,,,,,21.60 ,4.80 ,203.20 ,99.00 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calonectris edwardsii,,,,,,42.80 ,8.20 ,309.00 ,535.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,N,,,nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaethon aethereus,,,,,,66.40 ,8.80 ,309.20 ,750.00 ,Carnivore,Aquatic predator,Marine,3,3,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffinus lherminieri,,,,,,31.00 ,4.90 ,185.30 ,192.80 ,Carnivore,Aquatic predator,Marine,3,2,Aquatic,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sula leucogaster,100 ,950.00 ,1800.00 ,64.00 ,85.00 ,100.90 ,20.50 ,388.60 ,1288.80 ,Carnivore,Aquatic predator,Marine,3,2,Aerial,-24.59 ,16.62 ,Raso Islet,,,,,,,serum,∑MeO-PBDE ,,,,,,,,,,Y,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanitta fusca,,,,,,49.90 ,26.40 ,259.20 ,1800.20 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,246,0,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanitta nigra,,862.00 ,1270.00 ,43.00 ,53.00 ,48.70 ,20.80 ,221.10 ,1050.00 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,27,0,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clangula hyemalis,,680.00 ,1130.00 ,38.10 ,58.40 ,32.10 ,16.00 ,215.60 ,871.00 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,181,9,,,,,0.144,Y,Low,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavia stellata,500 ,,1816.00 ,,,63.10 ,7.50 ,275.40 ,1486.00 ,Carnivore,Aquatic predator,Wetland,3,3,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,22,1,,,,,0.045,Y,Low,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podiceps cristatus,3000 ,800.00 ,1490.00 ,46.00 ,61.00 ,57.50 ,6.60 ,183.60 ,731.00 ,Carnivore,Aquatic predator,Wetland,3,1,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,15,0,,,,,0,N,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uria aalge,,945.00 ,1044.00 ,,,56.80 ,8.10 ,196.30 ,991.90 ,Carnivore,Aquatic predator,Marine,3,3,Aquatic,21.08 ,55.71 ,South Eastern Baltic Sea,,,,2015-2019,,,,,,,33,1,,,,,0.03,Y,Low,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinornis cucullatus,,,,,,21.00 ,3.30 ,138.00 ,100.00 ,Carnivore,Aquatic predator,Coastal,3,2,Terrestrial,147.82 ,-43.09 ,South Eastern Tasmania,,,,2021,,,,,,,15,,,,,,,Y,,,,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haematopus longirostris,,,,,,88.80 ,8.20 ,275.40 ,613.90 ,Carnivore,Aquatic predator,Coastal,3,1,Terrestrial,147.82 ,-43.09 ,South Eastern Tasmania,,,,2021,,,,,,,10,,,,,,,Y,,,,77.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
